image_name;manual_count;script_own;script_simple;script_watershed;script_own_sparse;script_SarDist;YOLO_count
img_01;80;;;;;;
img_02;79;;;;;;
img_03;84;;;;;;
img_04;79;;;;;;
img_05;66;;;;;;
img_06;62;;;;;;
img_07;93;;;;;;
img_08;;;;;;;
img_09;;;;;;;
img_10;;;;;;;
img_11;;;;;;;
img_12;;;;;;;
img_13;;;;;;;
img_14;;;;;;;
img_15;;;;;;;
