image_name;manual_count;script_own;script_simple;script_watershed;script_own_sparse;script_SarDist;YOLO_count
img_01;105;40;51;;;;
img_02;92;46;50;;;;
img_03;66;51;56;;;;
img_04;63;29;33;;;;
img_05;52;36;37;;;;
img_06;62;40;41;;;;
img_07;69;37;44;;;;
img_08;85;41;46;;;;
img_09;76;43;48;;;;
img_10;72;41;42;;;;
img_11;58;39;43;;;;
img_12;104;40;51;;;;
img_13;70;36;42;;;;
img_14;79;60;71;;;;
img_15;70;57;60;;;;
